address,category,city,description,employees,id,lat,lng,mass_tech_member,name,slug,state,zipcode
2 Mercer Road,Drug Development,Natick,"Karyopharm Therapeutics, a privately held Natick, Mass-based Biopharmaceutical Company, is focused on the development of novel drugs for the treatment of cancer, inflammation, HIV, ophthalmic and other diseases related to cell proliferation. Karyopharm Therapeutics is developing small molecule drugs that will modulate the activity of critical pathways (e.g. FOXO, NFKB, P53, pRB) by targeting the nuclear pore complex machinery, which controls the import and export of proteins between the nucleus and cytoplasm. To successfully control transport through the nuclear pore complex, the company uses its unique technology platform, developed by Dr. Sharon Shacham, to identify novel small molecules, optimize them into clinical candidates, and to evaluate them in subsequent human clinical studies.    Karyopharm Therapeutics first target, Crm1 is the main exporter of key tumor suppressor proteins and was found to be correlated with poor prognosis in cervical, ovarian, liver cancers, osteosarcoma, and gliomas.     Karyopharm Therapeutics goal is to foster scientific creativity with pioneering technologies and developmental approaches within an innovative culture that will accelerate small molecule modulators of nuclear transport into effective therapeutics for life threatening conditions.   ",0,387,None,None,False,Karyopharm Therapeutics,karyopharm-therapeutics,MA,01760
2 Mercer Rd,Drug Development,Natick,,0,1233,None,None,True,Karyopharm Therapeutics Inc,karyopharm-therapeutics-inc,MA,01760
58 McDonald St,Medical Device,Dedham,,20,1234,None,None,False,Katahdin Industries Inc,katahdin-industries-inc,MA,02026
"215 First Street, Suite 104",Drug Development,Cambridge,"Keel is an emerging biopharmaceutical company that intends to develop new therapies for the treatment of Type I diabetes and other autoimmune diseases.  The Company's technology is based on the identification of specific protein processing and signaling defects present in autoreactive lymphocytes (T, B and other white blood cells).  The identification of these defects has yielded a proprietary approach to the treatment of autoimmunity based on selective destruction of autoreactive lymphocytes responsible for autoimmune reactions and re-establishment of immune tolerance.  The Company believes that its approach offers a promising opportunity to treat the underlying causes of these devastating diseases without interfering with the normal functioning of a patient's immune system.  The Company believes that its drugs would exhibit greater specificity and fewer side effects than drugs currently on the market and most drugs under development for the treatment of autoimmunity.",0,388,None,None,False,Keel Pharmaceuticals,keel-pharmaceuticals,MA,02142
27 Drydock Avenue,Research Products & Instrumentation,Boston,"KeraFAST, Inc.,  provides ""Extraordinary Products...from Extraordinary Scientists"" as the next generation of research tools for life science laboratories worldwide. KeraFAST offers an incomparable assortment of unique bioreagents, rare materials, biologicals, solutions, labware and services through its e-commerce catalog www.kerafast.com.    Found only at KeraFAST, The Investigator's Annexe program partners with universities and other life science research institutions to make investigators' rare and unique laboratory-derived materials available to the research community through the KeraFAST catalog.    In its KFP-KeraFAST Partners program, KeraFAST is also pleased to partner with a number of exciting companies to offer their innovative research products and services through the convenience of the KeraFAST e-commerce site.    Through these programs KeraFAST is proud to offer through our e-commerce portal an extensive portfolio of innovative research products and services that are not available elsewhere.",0,389,None,None,False,"Kerafast, Inc.",kerafast-inc,MA,002210-2377
144 Middlesex Turnpike,Medical Device,Burlington,,0,1235,None,None,False,Keystone Dental Inc,keystone-dental-inc,MA,01803
28 Westlund Rd,Medical Device,Belmont,,1,1236,None,None,False,Kiely Medical Electronics,kiely-medical-electronics,MA,02478
156 Goddard Memorial Dr,Medical Device,Worcester,,65,1237,None,None,False,Kine-Coil/Sleeper Division - Kinefac Corp,kine-coilsleeper-division-kinefac-corp,MA,01603
156 Goddard Memorial Dr,Medical Device,Worcester,,50,1238,None,None,False,Kine-Spin/Barrett - Kinefac Corp,kine-spinbarrett-kinefac-corp,MA,01603
P O Box 935,Medical Device,Branford,,3,1239,None,None,False,Kinetic Innovative Seating System Llc,kinetic-innovative-seating-system-llc,CT,06405
17 Berkshire Blvd,Medical Device,Bethel,,20,1240,None,None,False,Kinetic Instrument Inc,kinetic-instrument-inc,CT,06801
220 Daniel Webster Hwy,Medical Device,Merrimack,,200,1241,None,None,False,Kmc Systems Inc,kmc-systems-inc,NH,03054
25 First St Suite 107,BioInformatics,Cambridge,,0,390,None,None,True,Knome Inc,knome-inc,MA,02141
850 Main St,Contract Research & Manufacturing,Wilmington,,250,1242,None,None,False,Koch Membrane Systems Inc,koch-membrane-systems-inc,MA,01887
300 George St Suite 530,Drug Development,New Haven,,0,1243,None,None,False,Kolltan Pharmaceuticals Inc,kolltan-pharmaceuticals-inc,CT,06511
"56 Roland Street, Suite 201",Medical Device,Boston,"Krolman designs and manufactures medical devices exclusively for the recovery and processing of whole organs and allograft tissue from non-living donors.  Our customers are limited to eye banks, tissue banks and organ procurement organizations worldwide.  In September 2006, our patent application for an improved renal perfusion clamp for a leak-proof connection of the donor kidney to a perfusion pump was published.  Our newest medical device is Plus2, Belzar UW Cold Storage Solution, identical to the formula perfected by Dr. F.O. Belzer in the 1980's and protected bye the US patents until 2006.  Under development is an all-PMMA viewing chamber with Luer-lock seal for transportation and microscope examination of allograft corneas. ",0,391,None,None,False,Krolman Corporation,krolman-corporation,MA,02129
26 Parks Dr,Medical Device,Sherborn,,1,1244,None,None,False,Krouwer Consulting,krouwer-consulting,MA,01770
57 N Plains Industrial Rd,Medical Device,Wallingford,,8,1245,None,None,False,L & W Research Inc,l-w-research-inc,CT,06492
28 Cook St,Medical Device,Billerica,,60,1246,None,None,False,Lab Medical Manufacturing Inc,lab-medical-manufacturing-inc,MA,01821
400 Avenue D Suite 10,Medical Device,Williston,,30,1247,None,None,False,Laborie Medical Technologies Corp,laborie-medical-technologies-corp,VT,05495
245 Constitution Dr,Research Products & Instrumentation,Taunton,,20,1248,None,None,False,"Labsquad, The",labsquad-the,MA,02780
471 Page St Unit 7A,Medical Device,Stoughton,,10,1249,None,None,False,Labworld Inc,labworld-inc,MA,02072
28 Pond View Rd,Medical Device,Scarborough,,200,1250,None,None,False,Lai International Inc,lai-international-inc,ME,04074
38 River Rd PO Box 327,Medical Device,Uxbridge,,25,1251,None,None,False,Lampin Corp,lampin-corp,MA,01569
2425 New Holland Pike PO Box 12425,Contract Research & Manufacturing,Lancaster,,0,392,None,None,False,Lancaster Laboratories,lancaster-laboratories,PA,017605
331 Treble Cove Road,Human Diagnostic Development,North Billerica,"Lantheus Medical Imaging, Inc., a worldwide leader in diagnostic medical imaging for more than 50 years, is dedicated to creating and providing pioneering medical imaging solutions to improve treatment of human disease.  The company's proven success in discovering, developing and marketing innovative medical imaging agents provides a solid platform from which to bring forward breakthrough new tools for the diagnosis and management of disease.  Lantheus is home to leading cardiac imaging brands, including Cardiolite® (Kit for the Preparation of Technetium Tc99m Sestamibi for Injection), DEFINITY® Vial for (Perflutren Lipid Microsphere) Injectable Suspension and TechneLite® (Technetium Tc99m Generator) &mdash.  The company is also now home to ABLAVARTM (gadofosveset trisodium), a first-in-class blood pool contrast agent for magnetic resonance angiography.  Lantheus has more than 600 employees worldwide with headquarters in North Billerica, Massachusetts, and offices in Puerto Rico, Canada and Australia.  For more information, visit www.lantheus.com",0,393,None,None,False,Lantheus Medical Imaging,lantheus-medical-imaging,MA,01862
Bldg 600-2 331 Treble Cove Rd,Human Diagnostic Development,N Billerica,,385,1252,None,None,True,Lantheus Medical Imaging Inc,lantheus-medical-imaging-inc,MA,01862
101 Main St Suite 1760,Medical Device,Cambridge,,9,1253,None,None,False,Lantos Technologies Inc,lantos-technologies-inc,MA,02142
70 Shawmut Rd,Contract Research & Manufacturing,Canton,,9,1254,None,None,False,Lapuck Laboratories Inc,lapuck-laboratories-inc,MA,02021
201 College Road East,Contract Research & Manufacturing,Princeton,"Laureate Biopharma is a full-service biopharmaceutical contract development and manufacturing organization. Laureate’s scientists are expert in process development and cGMP production of therapeutic proteins including monoclonal antibodies and Fc-fusion proteins. In addition, the company’s portfolio of services includes aseptic filling, cell line development, analytical and stability testing, and regulatory support.   With more than 30 years of experience serving a global client base from its Princeton, New Jersey facility, Laureate Biopharma is recapitalized and revitalized. We have a more robust portfolio   of services and are well-positioned to provide tailored solutions to meet your needs.   Trust Laureate Biopharma as your CMO. Collaborate with our experts as they evaluate cGMP conditions and ensure on-time delivery to make the most of your biopharmaceutical development program, everytime.    ",0,394,None,None,False,Laureate Biopharma,laureate-biopharma,NJ,08540
90 Wood Cove Dr,Medical Device,Coventry,,0,1255,None,None,False,Lawrence Medical Products Llc,lawrence-medical-products-llc,RI,02816
63 Second Ave,Medical Device,Burlington,,280,1256,None,None,False,Lemaitre Vascular Inc,lemaitre-vascular-inc,MA,01803
45 First Ave,Medical Device,Waltham,,24,1257,None,None,False,Levitronix Llc,levitronix-llc,MA,02451
14 Mica Ln,Research Products & Instrumentation,Wellesley,,0,1258,None,None,False,Lexitek Inc,lexitek-inc,MA,02481
325 Hopping Brook Rd Suite A,Medical Device,Holliston,,0,1259,None,None,False,Liberating Technologies Inc,liberating-technologies-inc,MA,01746
500 Boylston St Suite 1600,Drug Development,Boston,,0,1260,None,None,False,Libra Biosciences Inc,libra-biosciences-inc,MA,02116
12 Gill St. Suite 4000,Research Products & Instrumentation,Woburn,"Life Technologies provides micro-and nano-scale platforms for the advancement of life science and drug discovery research. BioTrove's OpenArray(tm) SNP and transcript analysis applications combine the best attributes of real-time PCR with microarrays on one platform. RapidFire(tm) Lead Discovery service provides label-free, microliter-scale assay development and screening of intractable targets.",0,395,None,None,False,Life Technologies ,life-technologies,MA,01801
85 Bolton St.,Drug Development,Cambridge,,0,1261,None,None,False,Ligon Discovery,ligon-discovery,MA,02140
161 First Street Suite 2-A,Drug Development,Cambridge,"Link Medicine was founded by Peter Lansbury (Professor of Neurology, Harvard Medical School; Director, Morris K. Udall Parkinson&rsquo;s Disease Research Center of Excellence at Brigham and Women&rsquo;s Hospital) to accelerate the development of medicines that slow the progression of Parkinson&rsquo;s Disease. Link&rsquo;s goal is to modify the course of PD, not to merely mask the symptoms of the disease.  Link will be funded by individuals and foundations who are motivated to attack PD.",0,396,None,None,False,Link Medicine Corporation,link-medicine-corporation,MA,02142
