category,name,address,city,state,zipcode,location,employees,id,mass_tech_member,slug,description
Medical Device,Laborie Medical Technologies Corp,400 Avenue D Suite 10,Williston,VT,5495,"400 Avenue D Suite 10, Williston, VT5495",30,1247,FALSE,laborie-medical-technologies-corp,
Research Products & Instrumentation,"Labsquad, The",245 Constitution Dr,Taunton,MA,2780,"245 Constitution Dr, Taunton, MA2780",20,1248,FALSE,labsquad-the,
Medical Device,Labworld Inc,471 Page St Unit 7A,Stoughton,MA,2072,"471 Page St Unit 7A, Stoughton, MA2072",10,1249,FALSE,labworld-inc,
Medical Device,Lai International Inc,28 Pond View Rd,Scarborough,ME,4074,"28 Pond View Rd, Scarborough, ME4074",200,1250,FALSE,lai-international-inc,
Medical Device,Lampin Corp,38 River Rd PO Box 327,Uxbridge,MA,1569,"38 River Rd PO Box 327, Uxbridge, MA1569",25,1251,FALSE,lampin-corp,
Contract Research & Manufacturing,Lancaster Laboratories,2425 New Holland Pike PO Box 12425,Lancaster,PA,17605,"2425 New Holland Pike PO Box 12425, Lancaster, PA17605",0,392,FALSE,lancaster-laboratories,
Human Diagnostic Development,Lantheus Medical Imaging,331 Treble Cove Road,North Billerica,MA,1862,"331 Treble Cove Road, North Billerica, MA1862",0,393,FALSE,lantheus-medical-imaging,"Lantheus Medical Imaging, Inc., a worldwide leader in diagnostic medical imaging for more than 50 years, is dedicated to creating and providing pioneering medical imaging solutions to improve treatment of human disease.  The company's proven success in discovering, developing and marketing innovative medical imaging agents provides a solid platform from which to bring forward breakthrough new tools for the diagnosis and management of disease.  Lantheus is home to leading cardiac imaging brands, including Cardiolite® (Kit for the Preparation of Technetium Tc99m Sestamibi for Injection), DEFINITY® Vial for (Perflutren Lipid Microsphere) Injectable Suspension and TechneLite® (Technetium Tc99m Generator) &mdash.  The company is also now home to ABLAVARTM (gadofosveset trisodium), a first-in-class blood pool contrast agent for magnetic resonance angiography.  Lantheus has more than 600 employees worldwide with headquarters in North Billerica, Massachusetts, and offices in Puerto Rico, Canada and Australia.  For more information, visit www.lantheus.com"
Human Diagnostic Development,Lantheus Medical Imaging Inc,Bldg 600-2 331 Treble Cove Rd,N Billerica,MA,1862,"Bldg 600-2 331 Treble Cove Rd, N Billerica, MA1862",385,1252,TRUE,lantheus-medical-imaging-inc,
Medical Device,Lantos Technologies Inc,101 Main St Suite 1760,Cambridge,MA,2142,"101 Main St Suite 1760, Cambridge, MA2142",9,1253,FALSE,lantos-technologies-inc,
Contract Research & Manufacturing,Lapuck Laboratories Inc,70 Shawmut Rd,Canton,MA,2021,"70 Shawmut Rd, Canton, MA2021",9,1254,FALSE,lapuck-laboratories-inc,
Contract Research & Manufacturing,Laureate Biopharma,201 College Road East,Princeton,NJ,8540,"201 College Road East, Princeton, NJ8540",0,394,FALSE,laureate-biopharma,"Laureate Biopharma is a full-service biopharmaceutical contract development and manufacturing organization. Laureate’s scientists are expert in process development and cGMP production of therapeutic proteins including monoclonal antibodies and Fc-fusion proteins. In addition, the company’s portfolio of services includes aseptic filling, cell line development, analytical and stability testing, and regulatory support.   With more than 30 years of experience serving a global client base from its Princeton, New Jersey facility, Laureate Biopharma is recapitalized and revitalized. We have a more robust portfolio   of services and are well-positioned to provide tailored solutions to meet your needs.   Trust Laureate Biopharma as your CMO. Collaborate with our experts as they evaluate cGMP conditions and ensure on-time delivery to make the most of your biopharmaceutical development program, everytime.    "
Medical Device,Lawrence Medical Products Llc,90 Wood Cove Dr,Coventry,RI,2816,"90 Wood Cove Dr, Coventry, RI2816",0,1255,FALSE,lawrence-medical-products-llc,
Medical Device,Lemaitre Vascular Inc,63 Second Ave,Burlington,MA,1803,"63 Second Ave, Burlington, MA1803",280,1256,FALSE,lemaitre-vascular-inc,
Medical Device,Levitronix Llc,45 First Ave,Waltham,MA,2451,"45 First Ave, Waltham, MA2451",24,1257,FALSE,levitronix-llc,
Research Products & Instrumentation,Lexitek Inc,14 Mica Ln,Wellesley,MA,2481,"14 Mica Ln, Wellesley, MA2481",0,1258,FALSE,lexitek-inc,
Medical Device,Liberating Technologies Inc,325 Hopping Brook Rd Suite A,Holliston,MA,1746,"325 Hopping Brook Rd Suite A, Holliston, MA1746",0,1259,FALSE,liberating-technologies-inc,
Drug Development,Libra Biosciences Inc,500 Boylston St Suite 1600,Boston,MA,2116,"500 Boylston St Suite 1600, Boston, MA2116",0,1260,FALSE,libra-biosciences-inc,
Research Products & Instrumentation,Life Technologies,12 Gill St. Suite 4000,Woburn,MA,1801,"12 Gill St. Suite 4000, Woburn, MA1801",0,395,FALSE,life-technologies,"Life Technologies provides micro-and nano-scale platforms for the advancement of life science and drug discovery research. BioTrove's OpenArray(tm) SNP and transcript analysis applications combine the best attributes of real-time PCR with microarrays on one platform. RapidFire(tm) Lead Discovery service provides label-free, microliter-scale assay development and screening of intractable targets."
Drug Development,Ligon Discovery,85 Bolton St.,Cambridge,MA,2140,"85 Bolton St., Cambridge, MA2140",0,1261,FALSE,ligon-discovery,
Drug Development,Link Medicine Corporation,161 First Street Suite 2-A,Cambridge,MA,2142,"161 First Street Suite 2-A, Cambridge, MA2142",0,396,FALSE,link-medicine-corporation,"Link Medicine was founded by Peter Lansbury (Professor of Neurology, Harvard Medical School; Director, Morris K. Udall Parkinson&rsquo;s Disease Research Center of Excellence at Brigham and Women&rsquo;s Hospital) to accelerate the development of medicines that slow the progression of Parkinson&rsquo;s Disease. Link&rsquo;s goal is to modify the course of PD, not to merely mask the symptoms of the disease.  Link will be funded by individuals and foundations who are motivated to attack PD."
Drug Development,Lipimetix Llc,50 Land's End Lane,Sudbury,MA,1776,"50 Land's End Lane, Sudbury, MA1776",3,1262,FALSE,lipimetix-llc,
Unknown,Lipopharma,,,,,", , ",0,397,FALSE,lipopharma,
Unknown,"Living Microsystems, Inc.","480 Arsenal Street, Suite 130",Watertown,MA,2472,"480 Arsenal Street, Suite 130, Watertown, MA2472",0,398,FALSE,living-microsystems-inc,
Drug Development,"Living Proof, Inc.",63 Rogers Street,Cambridge,MA,2142,"63 Rogers Street, Cambridge, MA2142",0,399,FALSE,living-proof-inc,"Living Proof is a start-up company founded by Polaris Venture Capital Partners and Professor Robert S. Langer.  The Company Mission is to provide novel solutions to unmet consumer needs in the personal care arena.  Living Proof is developing proprietary ingredients and finished products with roots in world class universities such as Harvard and MIT.  The company&rsquo;s founders and advisors include the most inventive and creative scientists in the areas of advanced materials and biology.  Our first product, No Frizz, received the Allure Beauty breakthrough award for its use of a breakthrough technology to address frizzy hair, and has been featured in magazines such as Boston Magazine, Vogue, Allure, and W."
Medical Device,Logan Instruments Inc,2050 Revere Beach Pkwy,Everett,MA,2149,"2050 Revere Beach Pkwy, Everett, MA2149",10,1263,FALSE,logan-instruments-inc,
Drug Development,Logical Therapeutics Inc,300 Second Ave,Waltham,MA,2451,"300 Second Ave, Waltham, MA2451",10,400,FALSE,logical-therapeutics-inc,
Agricultural/Industrial Biotechnology,Lonza Biologics Inc,101 International Dr,Portsmouth,NH,3801,"101 International Dr, Portsmouth, NH3801",642,401,TRUE,lonza-biologics-inc,
Drug Development,Lotus Tissue Repair Inc,One Mifflin Pl Suite 400,Cambridge,MA,2138,"One Mifflin Pl Suite 400, Cambridge, MA2138",0,402,TRUE,lotus-tissue-repair-inc,
Medical Device,Lou Zampini & Associates,85 Industrial Cir Suite 2211,Lincoln,RI,2865,"85 Industrial Cir Suite 2211, Lincoln, RI2865",1,1264,FALSE,lou-zampini-associates,
Medical Device,Lubrizol Medical & Healthcare Division,207 Lowell St,Wilmington,MA,1887,"207 Lowell St, Wilmington, MA1887",70,1265,FALSE,lubrizol-medical-healthcare-division,
Contract Research & Manufacturing,Lucerna Bio Inc,,,,,", , ",0,403,FALSE,lucerna-bio-inc,
Research Products & Instrumentation,Luknova Inc,20 Cabot Blvd Suite 300,Mansfield,MA,2048,"20 Cabot Blvd Suite 300, Mansfield, MA2048",4,1266,FALSE,luknova-inc,
Medical Device,Luxtel Llc,100 Ferncroft Rd,Danvers,MA,1923,"100 Ferncroft Rd, Danvers, MA1923",0,1267,FALSE,luxtel-llc,
Contract Research & Manufacturing,Lyophilization Services Of New England,One Sundial Ave Suite 112,Manchester,NH,3103,"One Sundial Ave Suite 112, Manchester, NH3103",0,404,FALSE,lyophilization-services-of-new-england,"Lyophilization Services of New England, Inc. (LSNE) has provided CGMP contract manufacturing services since 1997.  LSNE offers process development, aseptic and non-aseptic liquid filling into vials and custom containers, as well as dose or bulk lyophilization services to the biotechnology and pharmaceutical industries.  LSNE&rsquo;s three integrated manufacturing facilities and combined processing capacity make it one of the industries leading FDA inspected fill/finish providers.  With 2,000 total sq. ft. of shelf space capacity in 19 lyophilization units, as well as 17 aseptic/non-aseptic processing suites, LSNE continues to offer quality consciousness, pre-clinical to commercial scale contract manufacturing services."
Contract Research & Manufacturing,Lyophilization Services Of New England (Lsne),1 Sundial Ave Suite 112,Manchester,NH,3103,"1 Sundial Ave Suite 112, Manchester, NH3103",70,1268,FALSE,lyophilization-services-of-new-england-lsne,
Medical Device,Lytron Inc,55 Dragon Ct,Woburn,MA,1801,"55 Dragon Ct, Woburn, MA1801",220,1269,FALSE,lytron-inc,
Research Products & Instrumentation,M E Workspace,79 Park Rd,Chelmsford,MA,1824,"79 Park Rd, Chelmsford, MA1824",3,1270,FALSE,m-e-workspace,
Medical Device,M2S Inc,12 Commerce Ave,W Lebanon,NH,3784,"12 Commerce Ave, W Lebanon, NH3784",85,1271,FALSE,m2s-inc,
Medical Device,Mack Molding Co,608 Warm Brook Rd,Arlington,VT,5250,"608 Warm Brook Rd, Arlington, VT5250",0,1272,FALSE,mack-molding-co,
Medical Device,Mackenzie Machine & Design Inc,80 Sharp St,Hingham,MA,2043,"80 Sharp St, Hingham, MA2043",12,1273,FALSE,mackenzie-machine-design-inc,
Drug Development,Macrochem Corporation,"40 Washington Street, Suite 220",Wellesley Hills,MA,2481,"40 Washington Street, Suite 220, Wellesley Hills, MA2481",0,405,FALSE,macrochem-corporation,"MacroChem specializes in developing transdermal drugs with the potential to be safer and faster acting than oral drugs.  The Company’s proprietary SEPA® transdermal enhancer enable many drugs previously delivered orally or by injection to be delivered safely and effectively through the skin.  The Company’s first product, Topiglan®, a topical tratment for male erectile dysfunction is in Phase 3 pivotal trials in the U.S.  The Company is also developing EcoNail™, an anti-fungal nail lacquer now entering Phase 2 trials, to treat the 37 million Americans with fungal infections of the nail.  The market for the Company’s products are enormous.  The two lead products alone, Topiglan and EcoNail address over $10 billion in market potenital growing as the population ages.  Products in development at the Company address additional multi-billion dollar markets."
Human Diagnostic Development,Maine Biotechnology Services Inc,1037R Forest Ave,Portland,ME,4103,"1037R Forest Ave, Portland, ME4103",35,1274,FALSE,maine-biotechnology-services-inc,
Medical Device,Maine Machine Products Co,79 Prospect Ave PO Box 260,S Paris,ME,4281,"79 Prospect Ave PO Box 260, S Paris, ME4281",130,1275,FALSE,maine-machine-products-co,
Drug Development,"Makoto Life Sciences, Inc.",15 DeAngelo Drive,Bedford,MA,1730,"15 DeAngelo Drive, Bedford, MA1730",0,406,FALSE,makoto-life-sciences-inc,"Makoto Life Sciences, Inc. has developed a unique multi-component approach to pharmaceutical target identification that combines genetic, biochemical and chemical methods.<p>  Central to Makoto’s approach to target identification is its protein profiling platform, which enables the systematic, simultaneous monitoring of the activation state of multiple cellular proteins.<p>  The discovery of new small molecule-target pairs enables faster drug discovery by coupling the discovery of novel protein targets with compounds that modulate their activity.<p>  The initial focus of Makoto’s target identification effort is in oncology.  Founded in 2005, Makoto Life Sciences combines proven scientific expertise with experienced business management."
Drug Development,Mannkind Corp,1 Casper St,Danbury,CT,6810,"1 Casper St, Danbury, CT6810",0,1276,FALSE,mannkind-corp,
Drug Development,Mannkind Corporation,One Casper Street,Danbury,CT,6810,"One Casper Street, Danbury, CT6810",0,407,FALSE,mannkind-corporation,"MannKind Corporation is a biopharmaceutical company focused on developing and commercializing therapeutics for diseases including diabetes, cancer, inflammatory, and autoimmune diseases. MannKind Corporation operates two business units, MannKind Immunology and MannKind Biopharmaceuticals. MannKind Immunology is focused on developing agents to treat cancer as well as a variety of inflammatory and autoimmune diseases. The corporate headquarters and MannKind Immunology are located in Valencia, California.    <p>MannKind Biopharmaceuticals is located in Danbury, Connecticut, which is the location of our Technosphere&reg; Insulin research, development and manufacturing.  Our lead product candidate, which is currently in Phase IIb clinical trials, is a new-generation pulmonary insulin system for the treatment of diabetes. This system is based on our proprietary Technosphere&reg; technology, which is being developed with the goal of providing a wide range of alternatives for non-invasive pulmonary drug delivery of therapeutic agents that currently require invasive administration."
