BioMedtechTypeCopy,MA Bio Member,CompanyName,FName,LName,Title,AddressLine1,AddressLine2,City,State,Zip,NumEmplSt,address
Drug Development,MA Bio Member,MSM PROTEIN TECHNOLOGIES INC,David,Kreimer,CEO,10 Roessler Road,Suite A,Woburn,MA,01801,8,"10 Roessler Road Suite A, Woburn, MA 01801"
Medical Device,,MTD MICRO MOLDING,Dennis,Tully,President,15 Trolley Crossing Rd,,Charlton,MA,01507,20,"15 Trolley Crossing Rd, Charlton, MA 01507"
Medical Device,,MTM LABORATORIES INC,Robert,Silverman,CEO,1 Research Dr,Suite 120c,Westborough,MA,01581,12,"1 Research Dr Suite 120c, Westborough, MA 01581"
Medical Device,,MX ORTHOPEDICS,Matthew,Fonte,Owner,,,Boston,MA,,0,", Boston, MA "
Medical Device,,MYLAN TECHNOLOGIES INC,,,,110 Lake St,,St Albans,VT,05478,400,"110 Lake St, St Albans, VT 05478"
Medical Device,,MYOMO INC,Stephen,Page,Board Member,1 Broadway,14th Floor,Cambridge,MA,02142,11,"1 Broadway 14th Floor, Cambridge, MA 02142"
Agricultural/Industrial Biotechnology,MA Bio Member,MYRIANT CORP,Stephen,Gatto,Chairman/CEO,1 Pine Hill Dr,Suite 301,Quincy,MA,02169,20,"1 Pine Hill Dr Suite 301, Quincy, MA 02169"
Human Diagnostic Development,,N-OF-ONE INC,Jennifer,Levin Carter,Founder/President,400 Fifth Ave,Suite 200,Waltham,MA,02451,0,"400 Fifth Ave Suite 200, Waltham, MA 02451"
Contract Research & Manufacturing,,NABSYS INC,Barrett,Bready,President/CEO,60 Clifford St,,Providence,RI,02903,2,"60 Clifford St, Providence, RI 02903"
Contract Research & Manufacturing,,NANO-TERRA,Myer,Berlow,CEO,50 Soldiers Field Pl,,Brighton,MA,02135,0,"50 Soldiers Field Pl, Brighton, MA 02135"
Medical Device,MA Bio Member,NANOBIOSYM,Anita,Goel,CEO,200 Boston Ave,Suite 4700,Medford,MA,02155,0,"200 Boston Ave Suite 4700, Medford, MA 02155"
Drug Development,,NANOVIRICIDES INC,Eugene,Seymour,CEO,135 Wood St,Suite 205,W Haven,CT,06516,5,"135 Wood St Suite 205, W Haven, CT 06516"
Research Products & Instrumentation,MA Bio Member,NANTERO INC,Greg,Schmergel,Co-Founder/President/CEO,25-E Olympia Ave,,Woburn,MA,01801,25,"25-E Olympia Ave, Woburn, MA 01801"
Medical Device,,NARRAGANSETT IMAGING,Keith,Dowling,Director Digital Imaging,51 Industrial Dr,,N Smithfield,RI,02896,60,"51 Industrial Dr, N Smithfield, RI 02896"
Medical Device,,NATHANIEL GROUP INC,Joel,Melnick,CEO,101 Panton Rd,Suite 1,Vergennes,VT,05491,31,"101 Panton Rd Suite 1, Vergennes, VT 05491"
Research Products & Instrumentation,,NATIONAL APERTURE INC,William,Grenier,President/General Manager,16 Northwestern Dr,,Salem,NH,03079,19,"16 Northwestern Dr, Salem, NH 03079"
Medical Device,,NATIONAL SEATING AND MOBILITY,Richie,Samay,Vice President,150 Padgette St,Unit F,Chicopee,MA,01022,0,"150 Padgette St Unit F, Chicopee, MA 01022"
Human Diagnostic Development,,NAVIGENT3,Peter,Cholakis,Partner,5 Commonwealth Road,,Natick,MA,01748,,"5 Commonwealth Road, Natick, MA 01748"
Medical Device,,NAVILYST MEDICAL INC,Ron,Sparks,Chairman/CEO,26 Forest St,,Marlborough,MA,01752,0,"26 Forest St, Marlborough, MA 01752"
Medical Device,,NEEDLETECH PRODUCTS INC,Joseph,Plante,President,452 John L Dietsch Blvd,,N Attleboro,MA,02763,175,"452 John L Dietsch Blvd, N Attleboro, MA 02763"
Drug Development,,NEMUCORE MEDICAL INNOVATIONS INC,Timothy,Coleman,CEO/President,55 Union St,,Worcester,MA,01608,0,"55 Union St, Worcester, MA 01608"
Contract Research & Manufacturing,MA Bio Member,NEO-ADVENT TECHNOLOGIES LLC,Nelson,Landrau,CEO,410 Great Rd,Suite 4-2-2,Littleton,MA,01460,9,"410 Great Rd Suite 4-2-2, Littleton, MA 01460"
Medical Device,,NEOGRAFT TECHNOLOGIES,Jon,McGrath,President/CEO,470 Constitution Dr,,Taunton,MA,02780,0,"470 Constitution Dr, Taunton, MA 02780"
Human Diagnostic Development,,NETBIO INC,,,,830 Winter St,,Waltham,MA,02451,0,"830 Winter St, Waltham, MA 02451"
Medical Device,,NEUMITRA LLC,Robert,Goldberg,Partner,,,Cambridge,MA,,0,", Cambridge, MA "
BioInformatics,,NEUQUEST SOFTWARE,Michael,Doherty,CEO/President,PO Box 990575,,Boston,MA,02119,3,"PO Box 990575, Boston, MA 02119"
Medical Device,,NEURODYNE MEDICAL CORP,Tahir,Chaudhry,President,186 Alewife Brook Pkwy,,Cambridge,MA,02138,10,"186 Alewife Brook Pkwy, Cambridge, MA 02138"
Drug Development,,NEUROHEALING PHARMACEUTICALS INC,Neal,Farber,CEO,P O Box 238,,Newton,MA,02468,0,"P O Box 238, Newton, MA 02468"
Medical Device,,NEUROLOGICA CORP,Eric,Bailey,President/CEO/Founder,14 Electronics Ave,,Danvers,MA,01923,,"14 Electronics Ave, Danvers, MA 01923"
Medical Device,,NEUROMETRIX INC,Shai,Gozani,Chairman/President/CEO,62 Fourth Ave,,Waltham,MA,02451,44,"62 Fourth Ave, Waltham, MA 02451"
Medical Device,,NEUROMORPHOMETRICS INC,Andrew,Worth,President/CTO,22 Westminster St,,Somerville,MA,02144,3,"22 Westminster St, Somerville, MA 02144"
Drug Development,MA Bio Member,NEUROPHAGE PHARMACEUTICALS,Jonathan,Solomon,CEO,222 Third St,Suite 3120,Cambridge,MA,02142,6,"222 Third St Suite 3120, Cambridge, MA 02142"
Medical Device,,NEUROPHYSICS CORP,Dr Hugh,Stoddart,CEO,1000 Mount Laurel Cir,Unit 4R,Shirley,MA,01464,8,"1000 Mount Laurel Cir Unit 4R, Shirley, MA 01464"
Human Diagnostic Development,,NEUROPTIX CORP,Paul,Hartung,President/CEO,20 Main St,,Acton,MA,01720,6,"20 Main St, Acton, MA 01720"
Drug Development,MA Bio Member,NEUROTECH USA INC,Edward,Danse,President/CEO,701 George Washington Hwy,,Lincoln,RI,02865,28,"701 George Washington Hwy, Lincoln, RI 02865"
Contract Research & Manufacturing,,NEW ENGLAND ANALYTICAL LLC,Rick,Bertaska,President,1 Chestnut St,Suite 3A,Nashua,NH,03060,,"1 Chestnut St Suite 3A, Nashua, NH 03060"
Research Products & Instrumentation,MA Bio Member,NEW ENGLAND BIOLABS INC,Richard,Roberts,CSO,240 County Rd,,Ipswich,MA,01938,0,"240 County Rd, Ipswich, MA 01938"
Contract Research & Manufacturing,,NEW ENGLAND CONTROLS,Tom,Ramundo,President,9 Oxford Rd,,Mansfield,MA,02048,100,"9 Oxford Rd, Mansfield, MA 02048"
Medical Device,,NEW ENGLAND LASER PROCESSING INC,Michael,McCullock,President,Danvers Industrial Park,4 Electronics Ave,Danvers,MA,01923,5,"Danvers Industrial Park 4 Electronics Ave, Danvers, MA 01923"
Contract Research & Manufacturing,,NEW ENGLAND PEPTIDE LLC,Dave,Robinson,CEO,65 Zub Lane,,Gardner,MA,01440,50,"65 Zub Lane, Gardner, MA 01440"
Contract Research & Manufacturing,MA Bio Member,NEW ENGLAND RESEARCH INSTITUTES,Rebecca,Li,VP Clinical Research,9 Galen St,,Watertown,MA,02472,160,"9 Galen St, Watertown, MA 02472"
Medical Device,,NEW HARBOR SQA LLC,Tony,Raymond,President/Principal Consultant,855 Turnpike St,,N Andover,MA,01845,3,"855 Turnpike St, N Andover, MA 01845"
Research Products & Instrumentation,,NEW OBJECTIVE INC,Gary,Valaskovic,President/CEO,2 Constitution Way,,Woburn,MA,01801,25,"2 Constitution Way, Woburn, MA 01801"
Research Products & Instrumentation,MA Bio Member,NEXCELOM BIOSCIENCE LLC,Peter,Li,President/CEO,360 Merrimack St,Bldg 9,Lawrence,MA,01843,30,"360 Merrimack St Bldg 9, Lawrence, MA 01843"
Medical Device,,NEXT HEALTH LLC,Robert,Jacobs,President/CEO,112 Rowayton Ave,,Rowayton,CT,06853,0,"112 Rowayton Ave, Rowayton, CT 06853"
Drug Development,,NIMBUS DISCOVERY INC,Rosana,Kapeller,CSO,25 First St,Suite 404,Cambridge,MA,02141,8,"25 First St Suite 404, Cambridge, MA 02141"
Medical Device,,NINEPOINT MEDICAL INC,Charles,Carignan,President/CEO,1 Kendall Sq,Suite B7501,Cambridge,MA,02139,0,"1 Kendall Sq Suite B7501, Cambridge, MA 02139"
Drug Development,MA Bio Member,NKT THERAPEUTICS,Robert,Mashal,President/CEO,1000 Winter St,Suite 3900,Waltham,MA,02451,,"1000 Winter St Suite 3900, Waltham, MA 02451"
Research Products & Instrumentation,,NOBLEGEN BIOSCIENCES INC,Frank,Feist,CEO,58 Elsinore St,,Concord,MA,01742,0,"58 Elsinore St, Concord, MA 01742"
Medical Device,,NORDSON EFD,Jeff,Pembroke,President,40 Catamore Blvd,,E Providence,RI,02914,280,"40 Catamore Blvd, E Providence, RI 02914"
Medical Device,,NORMATEC,Mary,Larkin,Primary Nurse,44 Glen Ave,,Newton Center,MA,02459,30,"44 Glen Ave, Newton Center, MA 02459"
Medical Device,,NORTH EAST PRECISION INC,Bruce,Benoit,President,3606 Memorial Dr,P O Box 7,St Johnsbury,VT,05819,54,"3606 Memorial Dr P O Box 7, St Johnsbury, VT 05819"
Medical Device,,NORTHEAST BIOMEDICAL INC,Timothy,Looney,President,3 Richards Cir,,Tyngsboro,MA,01879,0,"3 Richards Cir, Tyngsboro, MA 01879"
Contract Research & Manufacturing,,NORTHEAST LABORATORIES INC,Alan,Johnson,President,129 Mill St,,Berlin,CT,06037,22,"129 Mill St, Berlin, CT 06037"
Agricultural/Industrial Biotechnology,,NOURSE FARMS INC,Timothy,Nourse,President,41 River Rd,,S Deerfield,MA,01373,60,"41 River Rd, S Deerfield, MA 01373"
Medical Device,MA Bio Member,NOVA BIOMEDICAL CORP,Dan,Ouellette,Director Manufacturing Engineering,200 Prospect St,,Waltham,MA,02454,800,"200 Prospect St, Waltham, MA 02454"
Research Products & Instrumentation,,NOVA SCIENTIFIC INC,Paul,White,President,10 Picker Rd,,Sturbridge,MA,01566,6,"10 Picker Rd, Sturbridge, MA 01566"
Drug Development,MA Bio Member,NOVARTIS INSTITUTES FOR BIOMEDICAL RESEARCH,,,,250 Massacusetts Ave,,Cambridge,MA,02139,2000,"250 Massacusetts Ave, Cambridge, MA 02139"
Medical Device,,NOVATRACT SURGICAL LLC,Eleanor,Tandler,CEO,401 Winchester Ave,3rd Floor,New Haven,CT,06511,0,"401 Winchester Ave 3rd Floor, New Haven, CT 06511"
Drug Development,,NOVELOS THERAPEUTICS INC,Harry,Palmin,President/CEO,1 Gateway Center,Suite 504,Newton,MA,02458,0,"1 Gateway Center Suite 504, Newton, MA 02458"
Agricultural/Industrial Biotechnology,MA Bio Member,NOVOGY INC,Colin,South,Co-Founder,20 University Rd,Suite 450,Cambridge,MA,02138,0,"20 University Rd Suite 450, Cambridge, MA 02138"
Research Products & Instrumentation,MA Bio Member,NOVOZYMES BIOPHARMA US INC,Svend,Licht,Global Head Sales,1 Broadway,14th Floor,Cambridge,MA,02142,8,"1 Broadway 14th Floor, Cambridge, MA 02142"
Medical Device,,NT MEDICAL,Lynne,Vargas,Marketing Director,222 Ballardvale St,,Wilmington,MA,01887,22,"222 Ballardvale St, Wilmington, MA 01887"
Research Products & Instrumentation,MA Bio Member,NUCLEA BIOTECHNOLOGIES LLC,Patrick,Muraca,President/CEO,105 South St,,Pittsfield,MA,01201,0,"105 South St, Pittsfield, MA 01201"
Medical Device,,NUMIA MEDICAL TECHNOLOGY LLC,Eric,Flachbart,President,84 Farrant St,,Newport,VT,05855,24,"84 Farrant St, Newport, VT 05855"
Medical Device,,NUORTHO SURGICAL INC,Patrick,Janin,President/CEO,151 Martine St,,Fall River,MA,02723,3,"151 Martine St, Fall River, MA 02723"
Medical Device,,NXSTAGE MEDICAL INC,Jeffrey,Burbank,President/CEO,439 S Union St,5th Floor,Lawrence,MA,01843,280,"439 S Union St 5th Floor, Lawrence, MA 01843"
Agricultural/Industrial Biotechnology,,NYACOL NANO TECHNOLOGIES INC,Robert,Nehring Jr,CEO/President,PO Box 349,211 Megunko Rd,Ashland,MA,01721,28,"PO Box 349 211 Megunko Rd, Ashland, MA 01721"
Medical Device,,NYPRO INC,Gordon,Lankton,Chairman,101 Union St,,Clinton,MA,01510,1000,"101 Union St, Clinton, MA 01510"
Medical Device,,NYPRO INC/NP MEDICAL,,,,101 Union St,,Clinton,MA,01510,,"101 Union St, Clinton, MA 01510"
Medical Device,,NYX DEVICES,Thomas,Lipoma,Co-Founder,319 A St,Suite 4C,Boston,MA,02210,3,"319 A St Suite 4C, Boston, MA 02210"
Agricultural/Industrial Biotechnology,,NZYMSYS INC,David,Bloom,President,131 Pitkin St,,E Hartford,CT,06108,0,"131 Pitkin St, E Hartford, CT 06108"
Medical Device,,"O C WHITE CO, THE",Richard,May,President,4226 Church St,,Thorndike,MA,01079,20,"4226 Church St, Thorndike, MA 01079"
Medical Device,,O R M INC,Susan,Ormondroyd,President,71 Lyman St,,Northborough,MA,01532,20,"71 Lyman St, Northborough, MA 01532"
Medical Device,,O'BRIEN MEDICAL LLC,Todd,O'Brien,Founder,16 Winterhaven Dr,,Orono,ME,04473,0,"16 Winterhaven Dr, Orono, ME 04473"
Medical Device,MA Bio Member,OCULAR THERAPEUTIX INC,Amar,Sawhney,President/CEO,36 Crosby Dr,Suite 101,Bedford,MA,01730,0,"36 Crosby Dr Suite 101, Bedford, MA 01730"
Medical Device,,OKAY INDUSTRIES INC,,,,200 Ellis St,PO Box 2470,New Britain,CT,06050,165,"200 Ellis St PO Box 2470, New Britain, CT 06050"
Medical Device,,OMNI COMPONENTS CORP,William,Holka,President,46 River Rd,,Hudson,NH,03051,74,"46 River Rd, Hudson, NH 03051"
Medical Device,,OMNI CONTROL TECHNOLOGY,William,Rodny,VP Business Dev't,1 Main St,,Whitinsville,MA,01588,50,"1 Main St, Whitinsville, MA 01588"
Drug Development,MA Bio Member,OMNIGENE BIOPRODUCTS INC,Janice,Pero,President/CEO,25K Olympia Ave,Suite 400,Woburn,MA,01801,1,"25K Olympia Ave Suite 400, Woburn, MA 01801"
Medical Device,,OMNIGUIDE INC,Scott,Flora,President/CEO,One Kendall Sq,Suite B1301,Cambridge,MA,02139,60,"One Kendall Sq Suite B1301, Cambridge, MA 02139"
Human Diagnostic Development,MA Bio Member,ON-Q-ITY,Michael,Stocum,President/CEO,610 Lincoln St,3rd Floor,Waltham,MA,02451,28,"610 Lincoln St 3rd Floor, Waltham, MA 02451"
Drug Development,,ONCOPEP INC,Doris,Peterkin,CEO,520 Boston St,,N Andover,MA,,0,"520 Boston St, N Andover, MA "
Medical Device,,ONCOTREE DTS INC,Raul,Brauner,CEO,16 Lantern Rd,,Framingham,MA,01702,0,"16 Lantern Rd, Framingham, MA 01702"
Drug Development,MA Bio Member,OPK BIOTECH LLC,Gerald,Kowalski,CEO,11 Hurley St,,Cambridge,MA,02141,100,"11 Hurley St, Cambridge, MA 02141"
Agricultural/Industrial Biotechnology,,OPTEK-DANULAT,Joe,Ferrelli,Sales,76 Powers Rd,,Sudbury,MA,01776,30,"76 Powers Rd, Sudbury, MA 01776"
Human Diagnostic Development,,OPTHERION INC,Colin,Foster,President/CEO,The Maritime Center,555 Long Wharf Dr,New Haven,CT,06511,21,"The Maritime Center 555 Long Wharf Dr, New Haven, CT 06511"
Medical Device,,OPTIKOS CORP,Roger,Kirschner,Sales/Marketing Director,107 Audubon Rd,Bldg 3,Wakefield,MA,01880,30,"107 Audubon Rd Bldg 3, Wakefield, MA 01880"
Medical Device,,OPTIM LLC,Thomas,Root,President,64 Technology Park Rd,,Sturbridge,MA,01566,60,"64 Technology Park Rd, Sturbridge, MA 01566"
Medical Device,,OPTIMUM TECHNOLOGIES INC,Randal,Chinnock,President/CEO,68 West St,,Southbridge,MA,01550,40,"68 West St, Southbridge, MA 01550"
Research Products & Instrumentation,,OPTOMAX,Mike,Huns,Owner,P O Box 840,,Hollis,NH,03049,4,"P O Box 840, Hollis, NH 03049"
Medical Device,,OPTOS INC,Leslie,Amodei,Sr Director Marketing,67 Forest St,,Marlborough,MA,01752,100,"67 Forest St, Marlborough, MA 01752"
Drug Development,,ORBAN BIOTECH,Tihamer,Orban,CEO,674 Aspinwall St,,Brookine,MA,02142,2,"674 Aspinwall St, Brookine, MA 02142"
Medical Device,,ORBITAL THERAPY LLC,Jason,Koshnitsky,CEO,8 Alfred Cir,,Bedford,MA,01730,7,"8 Alfred Cir, Bedford, MA 01730"
Contract Research & Manufacturing,MA Bio Member,ORGANIX INC,Peter,Meltzer,President/CEO,240 Salem St,,Woburn,MA,01801,34,"240 Salem St, Woburn, MA 01801"
Contract Research & Manufacturing,MA Bio Member,ORGANOGENESIS INC,Geoff,MacKay,President/CEO,150 Dan Rd,,Canton,MA,02021,325,"150 Dan Rd, Canton, MA 02021"
Medical Device,,ORIDION CAPNOGRAPHY INC,Gerald,Feldman,President,160 Gould St,#205,Needham,MA,02494,19,"160 Gould St #205, Needham, MA 02494"
Medical Device,,ORIGIN PRODUCT DEVELOPMENT INC,Michael,Cattafe,President,2 Clock Tower Pl,Suite 355,Maynard,MA,01754,0,"2 Clock Tower Pl Suite 355, Maynard, MA 01754"
Medical Device,,ORTHOTIC CONCEPTS INC,Warren,Patten,President,320 Libbey Industrial Pkwy,Suite 3A,Weymouth,MA,02189,1,"320 Libbey Industrial Pkwy Suite 3A, Weymouth, MA 02189"
Contract Research & Manufacturing,,"OUTCOME, A QUINTILES CO",Renee,Hurley,Director Marketing,201 Broadway,,Cambridge,MA,02139,0,"201 Broadway, Cambridge, MA 02139"
Human Diagnostic Development,MA Bio Member,OVASCIENCE,Michelle,Dipp,CEO/Co-Founder,The Prudential Tower,800 Boylston St  Suite 1555,Boston,MA,02199,0,"The Prudential Tower 800 Boylston St  Suite 1555, Boston, MA 02199"
Medical Device,,OVATECH LLC,John,Williams,President/CEO,2000 Commonwealth Ave,,Auburndale,MA,02466,2,"2000 Commonwealth Ave, Auburndale, MA 02466"
Contract Research & Manufacturing,MA Bio Member,OVERBROOK SCIENTIFIC INC,Ted,Palashis,President,11 Fairmount Ave,,Boston,MA,02136,25,"11 Fairmount Ave, Boston, MA 02136"
Drug Development,,OXIGENE INC,Peter,Langecker,CEO,300 Bear Hill Rd,,Waltham,MA,02451,,"300 Bear Hill Rd, Waltham, MA 02451"
Drug Development,,PALOMA PHARMACEUTICALS INC,David,Sherris,CEO,37 Neillian Crescent,,Jamaica Plain,MA,02130,0,"37 Neillian Crescent, Jamaica Plain, MA 02130"
Medical Device,,PARAGONIX TECHNOLOGIES INC,Lisa,Maier,President,Two Canal Park,5th Floor,Cambridge,MA,02141,0,"Two Canal Park 5th Floor, Cambridge, MA 02141"
Drug Development,MA Bio Member,PARATEK PHARMACEUTICALS INC,Walter,Gibert,Chairman,75 Kneeland St,,Boston,MA,02111,38,"75 Kneeland St, Boston, MA 02111"
Medical Device,,PARATRONIX PARYLENE CONFORMAL COATINGS,Larry,Habershaw,President,129 Bank St,,Attleboro,MA,02703,19,"129 Bank St, Attleboro, MA 02703"
Contract Research & Manufacturing,MA Bio Member,PAREXEL INTERNATIONAL,Josef,von Rickenbach,Chairman/CEO,195 West St,,Waltham,MA,02451,1400,"195 West St, Waltham, MA 02451"
Medical Device,,PARKER MEDICAL INC,William,Holland,President,137 New Milford Rd E,,Bridgewater,CT,06752,40,"137 New Milford Rd E, Bridgewater, CT 06752"
Research Products & Instrumentation,,PATHOGENETIX,John,Canepa,CEO,12 Gill St,Suite 3150,Woburn,MA,01801,0,"12 Gill St Suite 3150, Woburn, MA 01801"
Research Products & Instrumentation,,PATHOGENICA,Yemi,Adesokan,Co-Founcer/CEO,27 Drydock Ave,2nd Floor,Boston,MA,02210,0,"27 Drydock Ave 2nd Floor, Boston, MA 02210"
Contract Research & Manufacturing,MA Bio Member,PCI,Edward,Price,President,9 Opportunity Way,,Newburyport,MA,01950,95,"9 Opportunity Way, Newburyport, MA 01950"
Medical Device,,PELHAM PLASTICS INC,,,,42 Dick Tracy Dr,P O Box 997,Pelham,NH,03076,0,"42 Dick Tracy Dr P O Box 997, Pelham, NH 03076"
Research Products & Instrumentation,,PENTRON CLINICAL TECHNOLOGIES LLC,,,,53 N Plains Industrial Rd,,Wallingford,CT,06492,200,"53 N Plains Industrial Rd, Wallingford, CT 06492"
Medical Device,,PEP MICROPEP,John,Harker,President,One Catamore Blvd,,E Providence,RI,02914,64,"One Catamore Blvd, E Providence, RI 02914"
Medical Device,,PERFECT THIRD INC,Greg,Nemeth,Co-Founder/President,,,New Haven,CT,,0,", New Haven, CT "
Medical Device,,PERFUZIA MEDICAL INC,Sagi,Brink-Danan,Co-founder/CEO,44 Sargent Ave,,Providence,RI,02906,0,"44 Sargent Ave, Providence, RI 02906"
Research Products & Instrumentation,,PERKINELMER INC,Robert,Friel,Chairman/CEO,940 Winter St,,Waltham,MA,02451,350,"940 Winter St, Waltham, MA 02451"
Drug Development,MA Bio Member,PERMEON BIOLOGICS INC,Alex,Franzusoff,Director/President,One Memorial Dr,7th Floor,Cambridge,MA,02142,0,"One Memorial Dr 7th Floor, Cambridge, MA 02142"
Drug Development,,PERVASIS THERAPEUTICS INC,Frederic,Chereau,CEO,1 Kendall Sq,Suite B6101,Cambridge,MA,02139,10,"1 Kendall Sq Suite B6101, Cambridge, MA 02139"
Medical Device,,PEXCO INC,,,,764 South Athol Rd,PO Box 659,Athol,MA,01331,0,"764 South Athol Rd PO Box 659, Athol, MA 01331"
Drug Development,MA Bio Member,PFIZER INC,Ian,Read,President/CEO,558 Eastern Point Rd,,Groton,CT,06340,4000,"558 Eastern Point Rd, Groton, CT 06340"
Research Products & Instrumentation,,PHARMACAL RESEARCH LABORATORIES INC,Jerry,Shapiro,CFO,33 Great Hill Rd,PO Box 369,Naugatuck,CT,06770,22,"33 Great Hill Rd PO Box 369, Naugatuck, CT 06770"
Contract Research & Manufacturing,MA Bio Member,PHARMALUCENCE INC,Glenn,Alto,CEO,29 Dunham Rd,,Billerica,MA,01821,95,"29 Dunham Rd, Billerica, MA 01821"
Medical Device,,PHASE 2 MEDICAL MANUFACTURING INC,Mark,Hefford,Sales/Marketing Manager,88 Airport Dr,,Rochester,NH,03867,100,"88 Airport Dr, Rochester, NH 03867"
Medical Device,,PHASE ONE MEDICAL LLC,Don,Woods,Business Dev't,35 Pond Park Rd,,Hingham,MA,02043,0,"35 Pond Park Rd, Hingham, MA 02043"
Research Products & Instrumentation,,PHASEX CORP,Val,Krukonis,President,360 Merrimack St,,Lawrence,MA,01843,7,"360 Merrimack St, Lawrence, MA 01843"
Medical Device,,PHILIPS HEALTHCARE,Steve,Rusckowski,CEO - Philips Healthcare,3000 Minuteman Rd,,Andover,MA,01810,3000,"3000 Minuteman Rd, Andover, MA 01810"
Research Products & Instrumentation,,PHOENIX CONTROLS,Diane,Perkins,Marketing Communication Specialist,75 Discovery Way,,Acton,MA,01720,100,"75 Discovery Way, Acton, MA 01720"
Agricultural/Industrial Biotechnology,,PHOENIX SCIENCE AND TECHNOLOGY INC,,,,27 Industrial Ave,,Chelmsford,MA,01824,0,"27 Industrial Ave, Chelmsford, MA 01824"
Medical Device,,PHOENIX WIRE INC,,,,31 Tracy Rd,P O Box 186,S Hero,VT,05486,8,"31 Tracy Rd P O Box 186, S Hero, VT 05486"
BioInformatics,,PHT CORP,Philip,Lee,President/CEO,500 Rutherford Ave,,Boston,MA,02129,195,"500 Rutherford Ave, Boston, MA 02129"
Contract Research & Manufacturing,MA Bio Member,PHYLONIX PHARMACEUTICALS,Patricia,McGrath,President/CEO,100 Inman St,Suite 300,Cambridge,MA,02139,20,"100 Inman St Suite 300, Cambridge, MA 02139"
Contract Research & Manufacturing,,PHYSICAL SCIENCES INC,B David,Green,President/CEO,20 New England  Business Ctr,,Andover,MA,01810,120,"20 New England  Business Ctr, Andover, MA 01810"
Medical Device,,PHYSIK INSTRUMENTE LP (PI USA),,,,16 Albert St,,Auburn,MA,01501,0,"16 Albert St, Auburn, MA 01501"
Contract Research & Manufacturing,MA Bio Member,PION INC,Cynthia,Berger,Vice President,10 Cook St,,Billerica,MA,01821,20,"10 Cook St, Billerica, MA 01821"
Medical Device,,PIONEER SURGICAL ORTHOBIOLOGICS,Jeff,Millin,President/CEO,150-A New Boston St,,Woburn,MA,01801,5,"150-A New Boston St, Woburn, MA 01801"
Non-profit Research Institution,MA Bio Member,PIONEER VALLEY LIFE SCIENCES INSTITUTE,Paul,Friedmann,Executive Director,3601 Main St,,Springfield,MA,01199,40,"3601 Main St, Springfield, MA 01199"
Research Products & Instrumentation,,PIONEER-DIETECS CORP,Jerold,Larson,President,73 Woodrock Rd,,Weymouth,MA,02189,0,"73 Woodrock Rd, Weymouth, MA 02189"
